"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"57573265";"21";"3031587";"";"";"18716";"TÉCNICO";"";"Sala 'T'";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"2";"3";"REGULAR";"f";"2016-06-23 15:53:06.483";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573266";"22";"22876";"";"";"18716";"TÉCNICO";"";"Sala 'R'";"2016";"1";"2016-02-01";"2016-06-18";"5T456";"1";"3";"REGULAR";"f";"2016-06-23 09:46:31.45";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57573267";"23";"5752202";"";"";"18716";"TÉCNICO";"";"Sala 'A'";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"2";"3";"REGULAR";"f";"2016-06-12 22:08:25.424";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573268";"24";"5752202";"";"";"18716";"TÉCNICO";"";"Sala 04";"2016";"1";"2016-02-01";"2016-06-18";"3T456";"1";"3";"REGULAR";"f";"2016-06-12 22:10:33.267";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57573269";"25";"5751599";"";"";"18716";"TÉCNICO";"";"Sala 'P'";"2016";"1";"2016-02-01";"2016-06-18";"5T123";"3";"3";"REGULAR";"f";"2016-06-02 14:39:44.616";"f";"";"39";"CONSOLIDADA";"";"Presencial";
"57573270";"26";"5757639";"";"";"18716";"TÉCNICO";"";"Sala 14";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573271";"27";"5751559";"";"";"18716";"TÉCNICO";"";"Sala 15";"2016";"1";"2016-02-01";"2016-06-18";"3T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573272";"28";"5754083";"";"";"18716";"TÉCNICO";"";"Sala 15";"2016";"1";"2016-02-01";"2016-06-18";"3M456";"2";"3";"REGULAR";"f";"2016-06-20 16:07:11.774";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573273";"29";"5757838";"";"";"18716";"TÉCNICO";"";"Sala 26";"2016";"1";"2016-02-01";"2016-06-18";"6T456";"";"3";"REGULAR";"f";"2016-06-22 16:11:48.327";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573274";"30";"5753085";"";"";"18716";"TÉCNICO";"";"Sala 12";"2016";"1";"2016-02-01";"2016-06-18";"5T456";"1";"3";"REGULAR";"f";"2016-06-08 12:12:59.495";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57573275";"31";"3588457";"";"";"18716";"TÉCNICO";"";"Sala 'M'";"2016";"1";"2016-02-01";"2016-06-18";"6T123";"2";"3";"REGULAR";"f";"2016-06-24 19:58:15.181";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573276";"32";"5756964";"";"";"18716";"TÉCNICO";"";"Sala 'P'";"2016";"1";"2016-02-01";"2016-06-18";"5T456";"";"2";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573277";"33";"19101";"";"";"18716";"TÉCNICO";"";"Sala 'M'";"2016";"1";"2016-02-01";"2016-06-18";"6T456";"2";"3";"REGULAR";"f";"2016-06-22 06:47:34.942";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57573278";"01";"5756964";"";"";"18831";"TÉCNICO";"";"Sala 'P'";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573279";"02";"3588457";"";"";"18831";"TÉCNICO";"";"Sala 'M'";"2016";"1";"2016-02-01";"2016-06-18";"3T456";"1";"3";"REGULAR";"f";"2016-06-24 20:01:46.649";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573280";"01";"21709";"";"";"18722";"TÉCNICO";"";"Sala 23";"2016";"1";"2016-02-01";"2016-06-18";"2T56";"3";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573281";"02";"21709";"";"";"18722";"TÉCNICO";"";"Sala 23";"2016";"1";"2016-02-01";"2016-06-18";"4T56";"2";"20";"REGULAR";"f";"2016-06-25 01:10:33.612";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57573282";"01";"5757838";"";"";"18724";"TÉCNICO";"";"Sala 25";"2016";"1";"2016-02-01";"2016-06-18";"5T12";"20";"30";"REGULAR";"f";"2016-06-22 16:14:35.484";"f";"";"26";"CONSOLIDADA";"";"Presencial";
